,Unnamed: 0,N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,humidity,rainfall,temperature,SumOFNPK,PerOfN,PerOfP,PerOfK,SumNPK,NStatus,PStatus,KStatus
376,376,130,21,106,6.8,0.76,0.204,26.43,126.87,293,21.84,15.94,24.90814655,69.14681022,17.91652287,257,50.58365759,8.171206226,41.24513619,257,0,0,0
377,377,125,18,61,6.3,0.1,0.242,22.67,207.36,237.77,21.5,22.76,21.43780702,88.88796102,15.46789263,204,61.2745098,8.823529412,29.90196078,204,1,0,0
378,378,176,27,109,6.5,0.49,0.267,35,274.77,288.27,23.94,27.53,23.77201471,81.83420522,17.06104474,312,56.41025641,8.653846154,34.93589744,312,1,0,0
379,379,160,20,79,6.5,0.33,0.215,31.16,209.31,603.86,28.37,27.17,18.48522915,109.1013261,21.32776028,259,61.77606178,7.722007722,30.5019305,259,1,0,0
380,380,116,21,104,6.2,0.53,0.206,33.71,274.92,855.72,20.37,25.52,20.74619325,81.60211243,23.90910104,241,48.13278008,8.713692946,43.15352697,241,0,0,0
381,381,130,27,83,6,0.83,0.25,19.16,185.26,833.84,23.73,26.74,22.74378977,112.6616435,23.89756791,240,54.16666667,11.25,34.58333333,240,0,0,0
382,382,135,11,74,6.3,0.62,0.2,32.39,209.69,549.87,26.02,19.72,20.57940608,143.8584938,22.98666928,220,61.36363636,5,33.63636364,220,1,0,0
383,383,122,30,97,6.7,0.53,0.292,29.65,246.57,751.3,21.95,23.24,22.91244883,146.4548645,21.35135729,249,48.99598394,12.04819277,38.95582329,249,0,0,0
384,384,110,24,104,6.8,0.12,0.22,26.3,124.34,1170.18,24.98,13.04,19.27907819,116.7324324,24.1638445,238,46.21848739,10.08403361,43.69747899,238,0,0,0
385,385,153,26,73,6.2,0.29,0.212,26.65,112.01,1497.15,22.52,11.5,18.18325169,149.7441028,24.62835037,252,60.71428571,10.31746032,28.96825397,252,1,0,0
386,386,145,28,82,6.8,0.24,0.221,34.92,220.95,991.91,26.67,13.53,24.93896255,124.6118471,21.02213209,255,56.8627451,10.98039216,32.15686275,255,1,0,0
387,387,160,14,56,6.5,0.55,0.297,34.12,250.43,953.57,26.37,27.59,20.01730914,115.199245,17.30844532,230,69.56521739,6.086956522,24.34782609,230,0,0,0
388,388,173,10,60,6.4,0.27,0.215,22.57,233.12,1298.39,20.8,16.01,24.75485098,84.64143632,23.82576704,243,71.19341564,4.115226337,24.69135802,243,0,0,0
389,389,130,18,106,6.5,0.36,0.222,30.26,143.8,1119.22,21.51,15.06,23.96362799,129.3449326,19.30607278,254,51.18110236,7.086614173,41.73228346,254,0,0,0
390,390,144,23,56,6.5,0.6,0.249,19.31,198.15,516.8,25.33,22.61,22.33195853,130.3900798,16.03768615,223,64.57399103,10.31390135,25.11210762,223,1,0,0
391,391,151,18,107,6.7,0.71,0.291,20.54,160.58,762.24,21.75,26.1,20.83398341,80.15293435,19.18572809,276,54.71014493,6.52173913,38.76811594,276,0,0,0
392,392,124,15,68,6.6,0.1,0.299,22.25,271.14,1058.02,28.32,20.89,21.79992115,64.02640797,19.92889503,207,59.90338164,7.246376812,32.85024155,207,1,0,0
393,393,129,30,88,6.2,0.31,0.236,19.5,106.23,533.07,27.44,18.01,24.67385131,139.2921004,19.56376468,247,52.22672065,12.14574899,35.62753036,247,0,0,0
394,394,166,22,84,6.6,0.83,0.296,25.24,213.23,422.49,28.86,19.01,24.32991649,76.14153904,18.31357543,272,61.02941176,8.088235294,30.88235294,272,1,0,0
395,395,110,26,110,6.1,0.49,0.283,17.4,266.12,606.28,26.87,10.89,23.22323766,73.36386477,20.10993761,246,44.71544715,10.56910569,44.71544715,246,0,0,0
396,396,122,13,97,6.6,0.42,0.265,27.27,271.43,1448.32,24.93,26.38,21.90539577,100.5978728,23.60506572,232,52.5862069,5.603448276,41.81034483,232,0,0,0
397,397,178,23,59,6.4,0.33,0.286,17.22,271.03,477.12,29.39,10.72,24.89487354,84.06354115,19.73136909,260,68.46153846,8.846153846,22.69230769,260,0,0,1
398,398,145,19,82,6.5,0.85,0.289,25.56,146.85,989.65,28.41,16.04,21.1893007,133.1914419,20.93409877,246,58.94308943,7.723577236,33.33333333,246,1,0,0
399,399,132,24,63,6,0.29,0.275,19.96,127.98,1061.27,23.48,29.95,20.24768314,104.2570723,18.78226261,219,60.2739726,10.95890411,28.76712329,219,1,0,0
400,400,136,30,89,6.6,0.9,0.202,33.67,223.04,1532.58,23.43,12.43,57.92887167,122.6539694,36.51268371,255,53.33333333,11.76470588,34.90196078,255,0,0,0
401,401,167,21,90,6.2,0.19,0.262,20.74,129.07,1159.76,21.09,25.58,62.73178224,163.7266551,36.89163721,278,60.07194245,7.553956835,32.37410072,278,1,0,0
402,402,165,17,102,6.4,0.78,0.208,29.62,193.41,984.36,26.02,20.57,59.38967583,103.3301803,29.23540524,284,58.09859155,5.985915493,35.91549296,284,1,0,0
403,403,159,19,61,6.3,0.45,0.205,31.86,169.69,267.64,29.76,16.73,43.35795962,142.3303677,27.33534897,239,66.52719665,7.949790795,25.52301255,239,0,0,0
404,404,157,19,105,6.1,0.3,0.25,27.98,122.54,1572.54,26.48,20.07,55.46985938,184.6226709,21.0643684,281,55.87188612,6.761565836,37.36654804,281,1,0,0
405,405,171,16,71,6.6,0.81,0.27,19.72,252.57,1015.42,21.49,15.03,42.35249879,149.299952,30.33276599,258,66.27906977,6.201550388,27.51937984,258,0,0,0
406,406,173,30,80,6.6,0.86,0.218,28.56,201.84,1495.87,20.65,26.7,45.03186173,147.0361442,31.80130272,283,61.13074205,10.60070671,28.26855124,283,1,0,0
407,407,173,24,107,6.7,0.51,0.278,27.36,181.24,1157.63,21.98,27.02,38.23184742,198.8298806,33.18184225,304,56.90789474,7.894736842,35.19736842,304,1,0,0
408,408,158,13,84,6.1,0.45,0.254,24.87,267.58,729.6,29.93,13.99,63.47742011,90.05422663,29.38538562,255,61.96078431,5.098039216,32.94117647,255,1,0,0
409,409,145,23,93,6.1,0.61,0.264,22.71,101.95,1383.16,25.16,10.31,67.38680755,127.7767134,30.27374995,261,55.55555556,8.812260536,35.63218391,261,1,0,0
410,410,146,28,56,6.4,0.79,0.221,22.39,116.13,677.57,21.35,11.33,68.75810535,108.6333046,35.45790488,230,63.47826087,12.17391304,24.34782609,230,1,0,0
411,411,131,28,81,6.4,0.11,0.201,26.87,254.4,272.03,25.62,12.87,40.03262418,176.6165894,33.80020039,240,54.58333333,11.66666667,33.75,240,0,0,0
412,412,194,76,260,6.2,1.24,0.0123,23.21,49.89,67.56,24.75,8.91,49.47225353,96.36222901,28.69180475,530,36.60377358,14.33962264,49.05660377,530,0,0,0
413,413,142,77,269,7,0.93,0.0123,18.2,126.21,62.11,25.1,8.69,56.67369054,122.0146733,31.24021696,488,29.09836066,15.77868852,55.12295082,488,0,0,0
414,414,102,32,67,5.8,1.56,113.2,0.18,3.81,184.11,37.86,11.32,57.23265151,120.7435664,28.98039357,201,50.74626866,15.92039801,33.33333333,201,0,0,0
415,415,73,34,194,6.2,1.89,89.2,0.29,4.1,117.21,23.34,13.45,34.13737127,96.51524028,27.32198928,301,24.25249169,11.29568106,64.45182724,301,0,0,0
416,416,174,79,300,7.7,1.65,0.0216,12.23,163.19,65.96,18.22,7.49,38.80023714,180.382234,21.47607807,553,31.46473779,14.28571429,54.24954792,553,0,0,0
417,417,147,96,346,6.3,0.85,0.0121,15.11,206.88,60.28,20.08,4.32,34.69776639,107.4721605,18.31910448,589,24.95755518,16.29881154,58.74363328,589,0,1,0
418,418,164,96,242,6.2,0.78,0.017,18.33,76.05,55.59,18.42,6.88,37.73992903,161.4812963,36.97794384,502,32.66932271,19.12350598,48.20717131,502,0,1,0
419,419,179,86,301,7.7,0.84,0.0205,13.76,248.54,59.01,26.88,8.39,40.1242747,121.5639121,24.80467592,566,31.6254417,15.19434629,53.18021201,566,0,0,0
420,420,160,73,359,7.3,1.39,0.0215,24.84,55.53,57.12,24.11,9.13,55.96805489,194.5921148,19.3479443,592,27.02702703,12.33108108,60.64189189,592,0,0,0
421,421,125,97,250,7.2,1.37,0.0131,14.72,218.37,69.14,21.56,6.49,50.12323801,179.2155874,28.88302142,472,26.48305085,20.55084746,52.96610169,472,0,1,0
422,422,137,95,326,6.3,1.51,0.0147,16.2,225.53,56.78,20.48,1.21,47.19188279,192.4372194,19.54314136,558,24.55197133,17.02508961,58.42293907,558,0,1,0
423,423,161,57,287,6,0.96,0.0215,13.27,153.97,62.53,22.03,8.28,50.54621094,114.2821387,24.7741949,505,31.88118812,11.28712871,56.83168317,505,0,0,0
424,424,165,72,310,6.8,1.17,0.0191,16.08,220.73,59.09,23.87,3.76,38.40975482,139.6483317,18.33124824,547,30.16453382,13.16270567,56.67276051,547,0,0,0
425,425,188,66,320,6,1.62,0.0168,13.2,90.14,57.12,24.69,4.65,45.3733757,132.7748215,19.14729038,574,32.75261324,11.49825784,55.74912892,574,0,0,0
426,426,198,67,247,7.7,0.71,0.0193,22.59,172.42,56.4,29.21,3,49.4421345,186.5008581,28.23416057,512,38.671875,13.0859375,48.2421875,512,0,0,0
427,427,121,52,362,5.8,1.46,0.0206,24.55,74.2,58.97,29.62,8.4,34.13307843,157.0858232,30.11812084,535,22.61682243,9.719626168,67.6635514,535,0,0,0
428,428,176,58,332,6.5,1.71,0.0216,20.22,225.59,57.02,19.03,4.48,35.42910045,139.6702541,33.4126864,566,31.09540636,10.24734982,58.65724382,566,0,0,0
429,429,129,73,252,7.2,1.57,0.0157,12.02,217.22,59.81,27.32,9.44,46.68746847,177.3377996,24.18553163,454,28.41409692,16.07929515,55.50660793,454,0,1,0
430,430,148,85,248,6.5,1.48,0.0211,17.63,177.08,57.2,18.67,5.33,41.69617915,94.46748008,26.88630675,481,30.76923077,17.67151767,51.55925156,481,0,1,0
431,431,193,78,332,6.3,1.57,0.0126,13.62,101.75,63.84,18.64,8.74,57.97429171,161.7820226,31.33170829,603,32.0066335,12.93532338,55.05804312,603,0,0,0
432,432,113,53,333,5.7,1.31,0.0226,10.62,102.41,65.7,27.37,8.99,67.07780816,108.5090168,33.30711818,499,22.64529058,10.62124248,66.73346693,499,0,0,0
433,433,116,90,247,7.5,1.78,0.0124,16.91,127.65,68.7,24.56,1.13,46.48714759,150.8712202,23.45379018,453,25.60706402,19.86754967,54.52538631,453,0,1,0
434,434,114,87,253,5.7,1.49,0.0164,19.77,154.15,65.04,19.62,3.13,39.04468913,168.5948318,34.53823889,454,25.11013216,19.16299559,55.72687225,454,0,1,0
435,435,130,60,254,5.8,1.5,0.0206,15.36,248.97,59.66,29.61,7.38,34.51086611,197.3752649,19.50112224,444,29.27927928,13.51351351,57.20720721,444,0,0,0
436,436,122,99,272,6.8,1.18,0.0196,20.97,97.65,60.21,23.04,3.64,37.57792132,91.72084869,28.76794904,493,24.7464503,20.0811359,55.17241379,493,0,1,0
437,437,137,94,270,7.4,0.65,0.0236,23.36,74.16,62.42,26.75,2.57,32.24914235,180.716828,30.97758716,501,27.34530938,18.76247505,53.89221557,501,0,1,0
438,438,141,53,277,6.7,0.93,0.0225,20.96,218.05,65.97,18.98,4.91,36.82639309,93.12330644,18.39759147,471,29.93630573,11.25265393,58.81104034,471,0,0,0
439,439,176,86,256,6.5,1.23,0.0191,14.66,191.75,61.7,29.62,4.11,30.98685456,116.9106908,35.09357419,518,33.97683398,16.6023166,49.42084942,518,0,1,0
440,440,183,54,261,6.1,1.62,0.0139,14.53,194.71,65.55,25.93,5.5,30.40046769,159.2649827,34.93174223,498,36.74698795,10.84337349,52.40963855,498,0,0,0
441,441,137,67,345,7,0.7,0.0186,23.45,212.75,68.63,27.84,1.85,35.72032498,187.8961851,29.50523036,549,24.95446266,12.20400729,62.84153005,549,0,0,0
442,442,181,72,337,7.2,0.73,0.0183,20.29,226.69,66.77,22.26,9.68,47.52980027,129.0064612,34.51934775,590,30.6779661,12.20338983,57.11864407,590,0,0,0
443,443,163,57,233,5.9,1.56,0.0125,13.2,52.5,61.4,19.75,2.9,52.10010827,147.0414824,28.43430726,453,35.98233996,12.58278146,51.43487859,453,0,0,0
444,444,179,54,308,6.6,0.99,0.0154,14.37,79.5,59.04,18.27,3.36,34.80541039,163.2747473,18.41645629,541,33.08687616,9.981515712,56.93160813,541,0,0,0
445,445,155,56,317,5.8,0.82,0.0236,13.51,157.85,57.33,23.7,4.07,47.19847683,91.31256412,31.07508973,528,29.35606061,10.60606061,60.03787879,528,0,0,0
446,446,135,87,242,7.3,1.65,0.0199,23.01,60.41,66.29,25.48,5.12,46.24856523,195.5697875,20.89342749,464,29.09482759,18.75,52.15517241,464,0,1,0
447,447,151,89,320,6.3,0.62,0.0236,22.83,86.6,57.77,18.28,2,52.79913039,170.9919828,30.90607799,560,26.96428571,15.89285714,57.14285714,560,0,0,0
448,448,194,66,326,6.9,1.09,0.019,19.44,156.28,61.62,20.29,8.94,66.45457122,145.3728801,27.9348279,586,33.10580205,11.26279863,55.63139932,586,0,0,0
449,449,188,89,273,5.8,0.82,0.0164,24.6,88.36,66.8,23.39,4.09,36.52780776,136.0456753,35.95176642,550,34.18181818,16.18181818,49.63636364,550,0,1,0
450,450,148,84,261,7.2,1.36,0.0215,22.92,109.97,67.24,25.68,3.16,56.92831399,173.1686574,19.54317155,493,30.02028398,17.03853955,52.94117647,493,0,1,0
451,451,156,79,352,5.8,1.09,0.0188,17.68,89.62,60.98,25.15,1.04,32.31528909,176.4134092,19.63736208,587,26.5758092,13.45826235,59.96592845,587,0,0,0
452,452,118,82,304,7.8,0.82,0.0194,10.56,158.91,65.56,21.09,9.53,56.46868874,129.2028653,31.2192752,504,23.41269841,16.26984127,60.31746032,504,0,1,0
453,453,173,82,320,6.9,1.54,0.0126,22.74,74.9,59.05,22.71,9.05,45.70976142,126.6738117,33.50876355,575,30.08695652,14.26086957,55.65217391,575,0,0,0
454,454,178,81,336,7.4,1.16,0.0218,10.46,156.47,63.01,19.98,5.35,45.01110015,188.4928637,24.80710166,595,29.91596639,13.61344538,56.47058824,595,0,0,0
455,455,116,70,268,7.2,1.31,0.0119,13.34,227.48,65.72,27.73,2.96,31.94550613,191.0658531,36.20970524,454,25.55066079,15.4185022,59.030837,454,0,0,0
456,456,157,98,296,7.7,1.5,0.0236,13.12,220.13,64.37,23.75,8.25,35.48885969,162.5927723,30.50420876,551,28.49364791,17.78584392,53.72050817,551,0,1,0
457,457,111,75,242,6,0.8,0.0136,13.88,170.66,60.68,28.88,7.11,49.94704718,160.3337447,26.01630259,428,25.93457944,17.52336449,56.54205607,428,0,1,0
458,458,162,58,349,6.1,1.22,0.0227,12.32,190.25,58,27.93,3.89,35.6395615,100.546816,31.48469278,569,28.47100176,10.19332162,61.33567663,569,0,0,0
459,459,163,82,320,6.4,1.13,0.0221,22.58,55.97,58.62,25.21,2.6,32.45974539,105.0380275,33.15122581,565,28.84955752,14.51327434,56.63716814,565,0,0,0
460,460,113,79,360,8,1.72,0.02,16.68,157.1,65.93,26.47,1.87,51.29019509,192.3023991,23.50222822,552,20.47101449,14.3115942,65.2173913,552,0,0,0
461,461,151,68,358,6.4,1.09,0.0178,14.68,209.55,60.36,23.88,1.46,38.83786012,148.2502786,34.87248659,577,26.16984402,11.78509532,62.04506066,577,0,0,0
462,462,144,53,289,6.3,1.63,0.0143,14.23,117.81,62,20.57,2.6,44.93322042,197.1144011,28.09269012,486,29.62962963,10.90534979,59.46502058,486,0,0,0
463,463,121,81,356,6.9,0.92,0.0234,16.36,182.52,55.68,22.41,3.41,57.3414485,118.3606557,24.54757829,558,21.68458781,14.51612903,63.79928315,558,0,0,0
464,464,113,57,234,6.4,1.64,0.0135,18.22,248.47,59.35,27.25,8.97,48.41490082,100.4673278,33.64769646,404,27.97029703,14.10891089,57.92079208,404,0,0,0
465,465,140,100,339,5.8,1.13,0.018,11.65,84.42,63.13,19.9,2.11,60.54880693,191.0895109,20.5591255,579,24.17962003,17.27115717,58.5492228,579,0,1,0
466,466,197,85,336,6.1,1.01,0.0143,17.45,131.51,60.88,23.52,4.99,59.33157782,195.787103,19.95991719,618,31.87702265,13.75404531,54.36893204,618,0,0,0
467,467,142,83,352,7.7,0.68,0.0179,13.18,149.81,66.01,26.53,7.1,62.4901206,182.2688175,28.87667593,577,24.61005199,14.3847487,61.00519931,577,0,0,0
468,468,165,97,293,6.2,1.3,0.0207,13.22,225.61,66.57,19.23,5.83,43.61444121,159.8938645,36.04353699,555,29.72972973,17.47747748,52.79279279,555,0,1,0
469,469,161,94,256,7.9,1.18,0.012,12.91,177.02,63.97,24.31,3,47.2879691,141.1250722,23.6734328,511,31.50684932,18.39530333,50.09784736,511,0,1,0
470,470,118,57,261,7.4,1.7,0.023,19.88,158.08,55.01,21.98,6.95,40.7192594,100.7791633,25.74679443,436,27.06422018,13.0733945,59.86238532,436,0,0,0
471,471,154,90,262,7.8,1.35,0.0193,12.89,126.95,61.14,23.08,5.49,66.68832981,175.9303271,31.08564994,506,30.43478261,17.78656126,51.77865613,506,0,1,0
472,472,123,91,289,6.2,1.31,0.0147,13.3,122.74,68.48,21.73,9.23,61.33186249,139.8710041,18.72987676,503,24.45328032,18.09145129,57.45526839,503,0,1,0
473,473,148,77,265,6.3,1.74,0.0206,18,98.1,60.79,21.41,4.2,63.46513414,189.5208915,29.50304807,490,30.20408163,15.71428571,54.08163265,490,0,0,0
474,474,146,77,368,7,1,0.0207,22.39,247.83,67.95,21.84,3,39.37252634,137.2279662,20.43517772,591,24.70389171,13.02876481,62.26734349,591,0,0,0
475,475,179,61,309,5.9,1.24,0.0142,15.23,122.88,69.81,28.33,9.37,56.01334416,134.8596466,36.00415838,549,32.60473588,11.11111111,56.28415301,549,0,0,0
476,476,183,82,363,5.9,1.77,0.023,17.01,170.58,66.86,24.53,2.11,35.39454002,174.5723999,31.46846241,628,29.14012739,13.05732484,57.80254777,628,0,0,0
477,477,152,81,315,6.8,1.13,0.024,22.66,206.6,61.76,25.88,9.47,56.03021253,101.6073988,36.30049702,548,27.73722628,14.7810219,57.48175182,548,0,0,0
478,478,116,69,349,6.6,0.78,0.0233,16.65,112.99,55.5,23.03,4.89,67.10604388,153.2504506,29.49096726,534,21.72284644,12.92134831,65.35580524,534,0,0,0
479,479,172,62,288,7.6,1.7,0.0236,18.86,199.8,64.94,26.76,3.22,34.75591197,177.5764304,30.5753044,522,32.95019157,11.87739464,55.17241379,522,0,0,0
480,480,149,96,316,7.7,1.38,0.0188,21.02,212.21,62.38,20.62,9.5,59.96669215,91.95792434,24.69487673,561,26.5597148,17.11229947,56.32798574,561,0,1,0
481,481,196,84,265,6.6,1.5,0.0137,11.37,130.83,65.16,23.08,4.05,36.67847052,162.5931264,23.17409556,545,35.96330275,15.41284404,48.62385321,545,0,0,0
482,482,118,97,369,7,1.03,0.0176,12.3,130.77,64.53,18.57,2.16,33.10695144,155.3705624,19.04380471,584,20.20547945,16.60958904,63.18493151,584,0,1,0
483,483,115,53,280,5.8,0.89,0.0176,24.57,105.46,58.04,27.47,7.94,45.93248374,165.4113371,29.32379604,448,25.66964286,11.83035714,62.5,448,0,0,0
484,484,177,81,323,5.9,0.78,0.019,18.34,56.25,60.94,25.16,3.82,54.32342534,180.9009998,34.6455408,581,30.46471601,13.94148021,55.59380379,581,0,0,0
485,485,116,97,240,7.5,1.04,0.0182,15.71,56.74,67.48,21.43,5.05,56.31006755,136.8274312,21.9989826,453,25.60706402,21.41280353,52.98013245,453,0,1,0
486,486,198,64,240,7.2,1.13,0.0136,23.03,191.08,66.6,23.87,1.63,60.24218572,159.689339,22.99774444,502,39.44223108,12.74900398,47.80876494,502,0,0,0
487,487,132,94,311,6.5,1.4,0.0198,11.71,62.55,55.62,19.66,7.88,35.29006485,178.8998611,30.55992394,537,24.58100559,17.50465549,57.91433892,537,0,1,0
488,488,169,76,338,7.7,1.16,0.0145,11.76,246.66,58.84,23.33,7.57,48.17631461,165.405354,31.46417866,583,28.98799314,13.03602058,57.97598628,583,0,0,0
489,489,191,80,255,6.8,1.49,0.0211,24.67,70.66,66.06,19.81,2.29,40.58227261,109.1821183,25.95058595,526,36.31178707,15.20912548,48.47908745,526,0,0,0
490,490,129,52,253,5.6,0.64,0.014,14.42,185.79,55.27,28.82,6.32,69.69141302,185.2039114,21.01142393,434,29.7235023,11.98156682,58.29493088,434,0,0,0
491,491,185,70,240,6.6,1.11,0.0235,13.65,137.19,55.45,29.57,3.2,47.70351758,149.063196,19.25100056,495,37.37373737,14.14141414,48.48484848,495,0,0,0
492,492,179,64,274,7.4,0.92,0.0116,14.93,190.83,63.32,28.39,1.02,50.54495302,180.6465282,19.24462755,517,34.62282398,12.37911025,52.99806576,517,0,0,0
493,493,117,71,365,5.7,1.7,0.0111,12.21,90.51,57.72,19.18,2.64,62.56532471,96.74706956,22.47253208,553,21.15732369,12.83905967,66.00361664,553,0,0,0
494,494,114,70,348,7.3,1.55,0.0157,19.71,76.43,61.82,19.41,3.45,58.25799145,124.6028153,36.75087487,532,21.42857143,13.15789474,65.41353383,532,0,0,0
495,495,112,80,245,7.4,0.98,0.0188,15.75,84.14,67.85,27.9,7.23,66.35375127,198.1403003,29.89286629,437,25.62929062,18.30663616,56.06407323,437,0,1,0
496,496,124,93,364,7.7,0.78,0.0124,13,158.93,57.67,29.51,1.47,44.82294584,172.40168,29.37735586,581,21.34251291,16.00688468,62.65060241,581,0,1,0
497,497,182,87,350,7.1,1.14,0.0135,23.24,200.22,68.01,27.58,4.11,42.89833235,186.9226052,29.65052947,619,29.40226171,14.0549273,56.54281099,619,0,0,0
498,498,167,54,305,6.5,1.71,0.0228,15.13,50.76,62.69,28.7,6.99,66.34777265,173.1106982,19.54284889,526,31.74904943,10.2661597,57.98479087,526,0,0,0
499,499,137,91,342,7.1,1.43,0.0145,12.95,78.84,59.28,20.59,9.21,48.93905624,122.4564203,20.04611791,570,24.03508772,15.96491228,60,570,0,0,0
