,Unnamed: 0,N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,humidity,rainfall,temperature,SumOFNPK,PerOfN,PerOfP,PerOfK,SumNPK,NStatus,PStatus,KStatus
500,500,138,68,300,7.7,1.3,0.0119,22.15,89.11,61.58,25.65,7.95,64.70930606,32.67891866,27.91095209,506,27.27272727,13.43873518,59.28853755,506,0,0,0
501,501,175,54,357,7.3,0.94,0.0216,11.02,95.47,67.17,25.32,4.91,51.27868781,36.5037914,27.32220619,586,29.86348123,9.215017065,60.92150171,586,0,0,0
502,502,192,50,322,7.4,0.99,0.0122,12.65,214.34,66.39,19.73,2.42,59.3189118,36.92629678,28.66024187,564,34.04255319,8.865248227,57.09219858,564,0,0,0
503,503,187,66,263,7.2,1.69,0.0183,12.69,200.34,61.05,20.96,5.15,61.09387478,72.98016599,29.02955344,516,36.24031008,12.79069767,50.96899225,516,0,0,0
504,504,196,62,355,6.1,1.67,0.0138,21.04,74.52,58.99,21.86,2.9,54.65030015,32.05025323,27.78031515,613,31.97389886,10.1141925,57.91190865,613,0,0,0
505,505,175,74,263,7.6,1.64,0.0187,12.14,209.05,63.51,24.58,5.76,54.1077461,71.6266696,31.99928579,512,34.1796875,14.453125,51.3671875,512,0,0,0
506,506,113,79,239,7.9,0.91,0.0176,13.61,218.11,66.87,18.73,6.04,55.27755933,73.44775287,27.33580911,431,26.21809745,18.32946636,55.45243619,431,0,1,0
507,507,136,52,338,7.7,1.73,0.0138,24.32,212.74,64.86,19.94,8.84,53.57014709,66.35634104,28.92952635,526,25.85551331,9.885931559,64.25855513,526,0,0,0
508,508,141,71,264,7.9,1.55,0.0176,21.06,243.99,67.77,21.57,6.82,58.59986279,36.94255012,27.65472156,476,29.62184874,14.91596639,55.46218487,476,0,0,0
509,509,129,65,320,6.9,0.78,0.0148,22.2,223.94,59.87,22.28,6.98,55.77264351,61.32935611,28.52396666,514,25.09727626,12.6459144,62.25680934,514,0,0,0
510,510,144,63,246,5.9,0.76,0.0154,14.83,76.73,61.55,28.61,1.93,45.89239456,53.56783314,31.02215872,453,31.78807947,13.90728477,54.30463576,453,0,0,0
511,511,148,97,365,5.8,1.7,0.0145,16.65,138.79,57.07,19.13,1.64,45.38497051,67.43488235,25.74095321,610,24.26229508,15.90163934,59.83606557,610,0,0,0
512,512,165,97,264,6.2,1.72,0.021,15.15,221.98,59.52,25.18,7.34,56.85420099,44.94317432,31.70447482,526,31.36882129,18.44106464,50.19011407,526,0,1,0
513,513,178,93,343,6.6,1.4,0.021,20.62,223.95,68.08,23.1,1.65,58.51663927,34.96933295,24.47876451,614,28.99022801,15.1465798,55.86319218,614,0,0,0
514,514,197,79,259,6.1,1.27,0.0135,23.41,50.07,68.98,24.25,8.89,51.79939437,74.44330654,31.46511256,535,36.82242991,14.76635514,48.41121495,535,0,0,0
515,515,141,76,263,7,0.92,0.0129,18.3,127.29,61.66,25.05,8.65,50.7330069,53.39249517,25.60973447,480,29.375,15.83333333,54.79166667,480,0,0,0
516,516,130,54,131,5.2,2.45,0.08975,16,42.1,91.46,46.83,22.69,47.18283631,68.04039813,30.30260453,315,41.26984127,17.14285714,41.58730159,315,0,1,0
517,517,141,33,161,4.9,1.07,0.08812,23,38.8,258.9,34.2,15.48,43.6672299,45.78172762,28.17489437,335,42.08955224,9.850746269,48.05970149,335,0,0,0
518,518,132,68,213,5.8,0.56,0.24,10.3,115.21,60.21,55.63,20.6,44.8302551,74.32635105,25.50634557,413,31.96125908,16.46489104,51.57384988,413,0,1,0
519,519,169,35,219,5.7,0.14,0.27,16.21,113.99,57.21,32.42,27.62,43.58788762,32.76742894,31.12896766,423,39.95271868,8.274231678,51.77304965,423,0,0,0
520,520,103,35,69,5.6,1.47,0.1157,19,38.5,184.24,37.92,11.01,55.59160391,35.1051197,26.34043268,207,49.75845411,16.90821256,33.33333333,207,0,1,0
521,521,72,32,196,6,1.92,0.08974,29,40.4,116.88,23.33,13.25,61.5620517,72.66666443,28.23494706,300,24,10.66666667,65.33333333,300,0,0,0
522,522,177,42,171,5.7,2.23,0.10878,17,39.7,254.08,41.96,16.1,49.32609633,48.25207759,27.04453473,390,45.38461538,10.76923077,43.84615385,390,0,0,0
523,523,83,31,173,6,2.32,0.10183,14,41.6,147.19,42.6,17.61,55.25435777,40.89732789,25.16125354,287,28.91986063,10.80139373,60.27874564,287,0,0,0
524,524,165,57,53,5.1,1.61,0.11069,16,41.5,175.07,48.55,19.36,51.66921088,32.55919573,27.3179125,275,60,20.72727273,19.27272727,275,1,1,1
525,525,110,16,124,4.9,1.72,0.10427,18,40.8,275.18,38.98,23.54,49.66474269,31.87416982,25.4123765,250,44,6.4,49.6,250,0,0,0
526,526,118,46,191,5.8,1.97,0.1037,27,40.2,68.3,31.18,14.86,46.01868196,53.1205277,31.21629982,355,33.23943662,12.95774648,53.8028169,355,0,0,0
527,527,34,50,102,5.7,1.44,0.10416,14,39.2,163.83,45.25,18.18,58.22686794,62.74803826,30.573999,186,18.27956989,26.88172043,54.83870968,186,0,0,0
528,528,88,25,207,5.1,1.63,0.0973,13,38.7,143.61,23.89,22.18,53.2208266,46.19374559,25.42517036,320,27.5,7.8125,64.6875,320,0,0,0
529,529,86,37,181,5,1.92,0.09329,20,38.9,262.73,21.27,22.84,43.65305437,41.53749535,27.09400578,304,28.28947368,12.17105263,59.53947368,304,0,0,0
530,530,54,77,172,5.2,2.23,0.08453,27,41.8,202.26,36.66,10.49,56.32938343,58.99536268,24.30935081,303,17.82178218,25.41254125,56.76567657,303,0,0,0
531,531,156,69,231,5.3,2,0.11483,26,38.5,146.77,37.78,24.67,45.90067655,41.0550915,30.06142622,456,34.21052632,15.13157895,50.65789474,456,0,0,0
532,532,136,52,224,5.1,1.85,0.08001,25,38.5,288.92,29.84,22.19,60.9835384,33.84110759,28.09568993,412,33.00970874,12.62135922,54.36893204,412,0,0,0
533,533,53,56,87,5.2,1.57,0.1193,16,38.3,169.84,42.55,22.34,40.00933429,55.50429227,26.33908791,196,27.04081633,28.57142857,44.3877551,196,0,0,0
534,534,114,61,243,5.5,1.41,0.105,15,38.2,80.75,25.98,13.45,57.14218792,57.02891698,28.61409059,418,27.27272727,14.59330144,58.13397129,418,0,0,0
535,535,53,78,69,5.6,1.58,0.09847,15,39.1,79.58,45.61,10.24,44.359648,44.11622138,28.70012137,200,26.5,39,34.5,200,0,0,0
536,536,41,36,58,4.7,2.45,0.08768,23,41.5,160.62,33.71,22.71,59.79236306,42.24783476,24.21610338,135,30.37037037,26.66666667,42.96296296,135,0,0,0
537,537,90,80,87,4.7,1.59,0.09638,14,41.3,154.28,48.37,13.77,45.20094476,66.1761456,28.50677929,257,35.01945525,31.12840467,33.85214008,257,0,0,0
538,538,57,43,175,4.9,1.86,0.10867,17,39.9,158.33,33.99,19.66,64.95585424,72.19245835,25.97948991,275,20.72727273,15.63636364,63.63636364,275,0,0,0
539,539,83,75,163,5.1,1.93,0.08625,10,39.2,52.56,34.32,20.3,41.36561835,55.053805,30.88482722,321,25.85669782,23.36448598,50.7788162,321,0,1,0
540,540,100,22,155,4.9,1.43,0.10545,13,41.2,102.42,34.35,11.03,61.66852372,65.07981523,25.5042419,277,36.10108303,7.942238267,55.9566787,277,0,0,0
541,541,87,59,128,5.9,1.59,0.09812,23,39.5,169.13,30.78,12.32,51.33189406,38.48678973,25.12528913,274,31.75182482,21.53284672,46.71532847,274,0,1,0
542,542,67,80,136,5.3,1.45,0.11092,21,38.9,234.56,30.11,15.83,63.56791363,62.20279647,27.10508014,283,23.67491166,28.26855124,48.0565371,283,0,0,0
543,543,156,27,189,4.6,1.83,0.08271,17,40.1,233.28,34.51,22.62,44.82069159,70.79934452,31.1006247,372,41.93548387,7.258064516,50.80645161,372,0,0,0
544,544,167,22,94,5,2.46,0.08211,10,41.2,119.12,30.45,20.02,56.40226277,64.16167699,26.45707778,283,59.01060071,7.77385159,33.2155477,283,1,0,0
545,545,79,19,131,5.4,2.44,0.08059,25,41.8,67.52,38.84,20.35,63.56222995,31.83192392,30.04132304,229,34.49781659,8.296943231,57.20524017,229,0,0,0
546,546,87,17,198,5.2,1.92,0.08745,29,38.8,85.32,33.52,14.27,54.82130787,50.28438729,27.77799528,302,28.80794702,5.629139073,65.56291391,302,0,0,0
547,547,135,65,150,5.3,1.81,0.08478,22,40.9,248.58,33.26,12.74,43.02151392,58.27600682,30.99256944,350,38.57142857,18.57142857,42.85714286,350,0,1,0
548,548,171,18,158,5.7,1.82,0.09202,22,38.2,97.09,32.59,22.78,47.36534833,36.99362831,26.4908332,347,49.2795389,5.187319885,45.53314121,347,0,0,0
549,549,116,25,122,5.7,1.79,0.11754,20,40.5,88.69,42.54,11.46,57.17377029,64.25520357,31.96987867,263,44.10646388,9.505703422,46.3878327,263,0,0,0
550,550,165,46,91,5.1,2.43,0.10672,25,40.4,206.23,36.52,20.77,46.82652785,55.60523179,25.36140526,302,54.63576159,15.23178808,30.13245033,302,0,0,0
551,551,168,33,167,5.8,2.35,0.08531,13,40.3,286.86,42.73,12.79,56.96640758,48.46797044,25.54249137,368,45.65217391,8.967391304,45.38043478,368,0,0,0
552,552,156,69,69,5,1.81,0.0823,23,39.9,225.83,48.66,11.87,62.85948245,70.4713043,28.99319096,294,53.06122449,23.46938776,23.46938776,294,0,1,1
553,553,97,21,57,5.4,1.64,0.09269,24,40,232.68,31.08,21.46,60.50320928,34.03335472,29.34317422,175,55.42857143,12,32.57142857,175,1,0,0
554,554,143,79,137,4.8,1.84,0.10582,18,40.4,76.23,43.72,18.23,61.39451307,68.54877876,28.63618921,359,39.83286908,22.00557103,38.16155989,359,0,1,0
555,555,51,45,127,5.1,1.79,0.08977,24,41.8,56.22,28.17,11.12,44.17085032,52.0810886,24.83206631,223,22.86995516,20.1793722,56.95067265,223,0,1,0
556,556,116,28,106,5.2,2.04,0.11435,25,41.4,293.13,27.74,10.91,58.55363573,57.04826619,25.44689075,250,46.4,11.2,42.4,250,0,0,0
557,557,95,20,143,5.3,1.8,0.09994,22,39.9,278.37,29.26,12,62.40392519,63.77192383,31.01274943,258,36.82170543,7.751937984,55.42635659,258,0,0,0
558,558,115,42,171,5,1.94,0.09436,26,39.1,276.27,34.35,20.15,52.3003173,60.74583498,27.06179658,328,35.06097561,12.80487805,52.13414634,328,0,0,0
559,559,108,77,118,4.7,2.33,0.10647,23,40,266.48,49.23,13.99,42.26206161,71.1271039,27.0956288,303,35.64356436,25.41254125,38.94389439,303,0,0,0
560,560,87,32,197,5.3,1.55,0.08509,18,41.7,257.84,24.53,12.28,57.30636014,64.53027638,28.56800579,316,27.53164557,10.12658228,62.34177215,316,0,0,0
561,561,78,26,185,4.8,2.16,0.11479,10,41.2,241.87,21.28,16.25,49.84213387,40.85534718,28.79929247,289,26.98961938,8.996539792,64.01384083,289,0,0,0
562,562,37,76,110,5.5,1.83,0.08761,30,38.3,145.36,45.7,23.22,45.41393636,69.66289997,27.94293692,223,16.59192825,34.08071749,49.32735426,223,0,0,0
563,563,115,18,132,6,2.4,0.0848,10,39.1,119.48,29.88,16.16,61.58245338,61.86633917,30.47757686,265,43.39622642,6.79245283,49.81132075,265,0,0,0
564,564,149,37,247,4.6,2.41,0.11576,21,39.7,82.56,46.92,21.26,50.77148138,64.58559639,30.58139475,433,34.41108545,8.545034642,57.04387991,433,0,0,0
565,565,68,69,175,5,2.28,0.10744,19,41.2,238.49,45.59,12.14,41.81420849,44.13827124,26.85911286,312,21.79487179,22.11538462,56.08974359,312,0,1,0
566,566,178,57,230,5.5,1.87,0.09151,14,38.9,182.5,46.77,20.6,61.18749126,35.73403813,26.31051759,465,38.27956989,12.25806452,49.46236559,465,0,0,0
567,567,171,53,90,5.7,2.06,0.10464,17,38.6,227.4,43.41,22.2,44.2252605,33.95825723,28.77833449,314,54.45859873,16.87898089,28.66242038,314,0,1,0
568,568,62,52,133,5,2.48,0.10269,27,40.6,125.68,45.02,21.56,43.35365671,71.90018566,28.90245417,247,25.10121457,21.05263158,53.84615385,247,0,1,0
569,569,40,34,149,5.1,1.79,0.11971,11,38.5,243.03,47.61,21.97,57.69622912,38.34303462,29.37687468,223,17.93721973,15.24663677,66.8161435,223,0,0,0
570,570,135,59,206,4.8,1.48,0.10182,27,41.6,73.6,43.84,13.42,58.25204566,59.18953429,24.17093241,400,33.75,14.75,51.5,400,0,0,0
571,571,157,38,245,4.8,2.4,0.11892,12,39.7,145.39,34.22,10.37,59.79023382,36.91852635,26.65333029,440,35.68181818,8.636363636,55.68181818,440,0,0,0
572,572,88,59,250,5.8,1.91,0.11188,29,38.4,163.34,42.88,18.93,53.50567601,52.13580529,28.19912143,397,22.16624685,14.86146096,62.97229219,397,0,0,0
573,573,151,57,106,5.6,1.85,0.10733,13,40.2,248.2,25.99,16.95,52.62741529,55.21606732,28.76488954,314,48.08917197,18.15286624,33.75796178,314,0,1,0
574,574,34,35,157,5.6,1.8,0.09826,20,41.4,176.33,36.61,10.81,61.25353851,40.82840673,29.3499706,226,15.04424779,15.48672566,69.46902655,226,0,0,0
575,575,173,28,239,5.8,1.45,0.11664,28,41.2,125.05,49.7,19.36,52.60950014,36.01203025,28.00937423,440,39.31818182,6.363636364,54.31818182,440,0,0,0
576,576,172,34,170,4.9,1.54,0.11246,27,42,219.32,40.88,17.46,48.8246387,34.7426459,26.85851927,376,45.74468085,9.042553191,45.21276596,376,0,0,0
577,577,171,35,196,5.7,2,0.10196,14,38.7,139.18,46.7,16.29,40.92604945,53.78769958,31.2123945,402,42.53731343,8.706467662,48.75621891,402,0,0,0
578,578,131,38,121,5.4,2.47,0.106,16,40.4,117.18,39.27,12.85,61.43378674,46.0203959,24.20422636,290,45.17241379,13.10344828,41.72413793,290,0,0,0
579,579,113,71,205,5.9,2.11,0.08845,23,39.6,58.08,41.35,11.98,49.60384796,52.92929636,29.98835437,389,29.04884319,18.25192802,52.69922879,389,0,1,0
580,580,85,75,236,5.5,2.3,0.09317,22,39.1,163.61,36.78,22.72,54.61813464,45.43669946,29.93964907,396,21.46464646,18.93939394,59.5959596,396,0,1,0
581,581,75,58,134,4.7,1.61,0.09968,21,39.2,62.14,46.98,23.78,41.55934359,68.80141783,31.2119298,267,28.08988764,21.72284644,50.18726592,267,0,1,0
582,582,52,38,57,5.1,1.96,0.09078,19,38.7,199.95,41.09,16.68,48.23991436,43.87801983,26.80474415,147,35.37414966,25.85034014,38.7755102,147,0,0,0
583,583,140,62,86,4.6,1.69,0.09467,23,41.4,234.18,34.52,13.19,62.84916863,64.56807592,31.49398069,288,48.61111111,21.52777778,29.86111111,288,0,1,0
584,584,171,21,250,4.9,2.09,0.08734,22,41.5,62.28,32.98,12.31,46.42693735,38.31597852,30.99694676,442,38.68778281,4.751131222,56.56108597,442,0,0,0
585,585,140,40,176,4.7,1.43,0.11437,12,39.8,240.96,26.83,19.25,63.04749127,50.1978269,29.61253065,356,39.3258427,11.23595506,49.43820225,356,0,0,0
586,586,85,24,209,5.4,1.84,0.109,20,41.1,288.09,29.99,23.58,57.03184356,44.86052932,29.97604322,318,26.72955975,7.547169811,65.72327044,318,0,0,0
587,587,130,42,157,5.7,1.96,0.09443,11,38.4,263.88,26.95,13.98,52.62696801,55.51932414,30.88883074,329,39.51367781,12.76595745,47.72036474,329,0,0,0
588,588,164,60,145,5.4,1.95,0.11762,13,41,88.58,37.67,13.35,60.16299493,35.37493212,30.39321309,369,44.44444444,16.2601626,39.29539295,369,0,1,0
589,589,150,15,229,4.6,1.64,0.09545,28,40.1,144.75,35.61,24.12,55.20522037,30.92014047,30.43683729,394,38.07106599,3.807106599,58.12182741,394,0,0,0
590,590,128,15,239,4.8,2.12,0.10932,30,38.6,235.91,48.79,20.73,63.18180319,32.71129281,25.32688786,382,33.5078534,3.926701571,62.56544503,382,0,0,0
591,591,34,65,152,5.7,2.47,0.10856,18,38.2,92.62,44.75,15.64,59.96664731,33.48919022,30.53684308,251,13.54581673,25.89641434,60.55776892,251,0,0,0
592,592,108,33,92,5.5,1.96,0.08523,30,38.8,190.43,43.53,15.09,40.5926071,47.95406479,30.38257873,233,46.35193133,14.16309013,39.48497854,233,0,0,0
593,593,76,38,197,5,1.7,0.09775,24,41.6,135.63,20.49,10.16,53.76623369,35.03404425,24.01825377,311,24.43729904,12.21864952,63.34405145,311,0,0,0
594,594,167,67,231,5.1,2.1,0.08822,17,41.2,144.61,41.3,14.69,61.14754363,65.67591794,28.69841277,465,35.91397849,14.40860215,49.67741935,465,0,0,0
595,595,179,38,71,5.6,2.15,0.11879,19,40.7,204.53,23.33,13.65,49.00323081,42.44054315,29.33743412,288,62.15277778,13.19444444,24.65277778,288,1,0,0
596,596,155,70,163,5.5,1.55,0.11556,17,41,265.76,21.67,18.43,61.34900107,70.10472076,27.96583691,388,39.94845361,18.04123711,42.01030928,388,0,1,0
597,597,66,41,167,5.3,2.03,0.09979,26,40.4,252.9,26.52,21.86,48.27531965,63.9187654,24.86803974,274,24.08759124,14.96350365,60.94890511,274,0,0,0
598,598,55,40,114,5.5,1.46,0.0912,29,41.4,61.39,28.59,24.65,45.96341933,38.53254678,25.87682261,209,26.31578947,19.13875598,54.54545455,209,0,1,0
599,599,96,59,171,5.6,2.01,0.10492,11,39.5,153.04,45.67,21.14,49.9767522,32.81296548,31.01963639,326,29.44785276,18.09815951,52.45398773,326,0,1,0
600,600,144,71,138,4.8,1.52,0.09011,16,41.3,165.57,31.69,18.4,87.80507732,54.73367631,27.43329405,353,40.79320113,20.11331445,39.09348442,353,0,1,0
601,601,33,17,150,5.1,1.78,0.08364,29,41.3,107.18,21.64,19.77,80.77275974,38.7976407,28.3340432,200,16.5,8.5,75,200,0,0,0
602,602,39,19,207,4.7,1.83,0.09684,30,39.3,130.96,31.6,22.6,84.34262707,55.296354,27.01470397,265,14.71698113,7.169811321,78.11320755,265,0,0,0
603,603,114,49,164,4.9,2.14,0.1109,13,40.4,215.88,21.66,10.47,81.04554836,36.35720652,28.17432665,327,34.86238532,14.98470948,50.1529052,327,0,0,0
604,604,81,19,58,5.2,1.96,0.117,27,41.5,56.85,29.2,20.13,87.32761241,44.75215854,29.87888063,158,51.26582278,12.02531646,36.70886076,158,0,0,0
605,605,30,27,133,5.8,2.07,0.11772,15,41.1,215.94,30.34,16.63,89.71503316,42.99498978,29.89232778,190,15.78947368,14.21052632,70,190,0,0,0
606,606,154,28,205,4.8,1.48,0.08026,13,41.2,109.71,46.1,20.16,83.24855855,56.48265193,28.56212158,387,39.79328165,7.235142119,52.97157623,387,0,0,0
607,607,155,19,113,5.8,2.39,0.08181,22,39,198.72,37.84,13.1,85.5701901,53.01899249,27.53592929,287,54.00696864,6.620209059,39.3728223,287,0,0,0
608,608,171,57,129,5.6,2.48,0.08908,25,40.2,155.97,25.73,14.77,87.93598094,41.82490236,29.68361658,357,47.89915966,15.96638655,36.13445378,357,0,0,0
609,609,109,66,195,5.8,1.66,0.10815,27,38.4,254.17,31.97,19.6,82.1193047,46.75690086,28.14448546,370,29.45945946,17.83783784,52.7027027,370,0,1,0
610,610,151,68,145,5.6,2.08,0.09067,24,41,223.61,43.53,13.72,86.73346018,59.87232071,29.53037621,364,41.48351648,18.68131868,39.83516484,364,0,1,0
611,611,87,74,136,5.4,1.55,0.0896,29,40.2,219.1,34.91,19.73,86.45147631,44.64407105,27.88352946,297,29.29292929,24.91582492,45.79124579,297,0,0,0
612,612,139,27,197,5.5,2.07,0.1138,20,38,92.85,23.12,10.85,82.35916228,44.01206619,28.22471276,363,38.29201102,7.438016529,54.26997245,363,0,0,0
613,613,80,67,116,5.6,2.21,0.08029,15,40.4,75.09,47.71,14.86,84.96089355,45.91011391,29.008124,263,30.41825095,25.47528517,44.10646388,263,0,0,0
614,614,102,17,58,5.6,1.78,0.11267,16,38.2,109.1,22.44,22.9,86.45193297,37.54602719,29.75538903,177,57.62711864,9.604519774,32.76836158,177,1,0,0
615,615,41,23,135,5,1.67,0.10655,26,39.2,206.89,31.09,20.64,85.16906976,40.77872823,29.78416743,199,20.60301508,11.55778894,67.83919598,199,0,0,0
616,616,49,45,90,5.8,1.98,0.09229,19,40.2,91.12,32.68,14.91,80.4513142,42.83053902,27.8640132,184,26.63043478,24.45652174,48.91304348,184,0,0,0
617,617,131,24,121,4.9,2.24,0.08775,22,40,94.34,24.93,23.74,84.96771717,51.52617423,27.11026483,276,47.46376812,8.695652174,43.84057971,276,0,0,0
618,618,131,55,130,5.3,2.48,0.08983,15,41,92.58,45.73,21.48,83.64274107,49.11964582,27.11030369,316,41.4556962,17.40506329,41.13924051,316,0,1,0
619,619,129,34,160,4.8,1.08,0.08869,25,39,259.93,33.49,14.16,89.07866095,57.65901369,28.95451232,323,39.9380805,10.52631579,49.53560372,323,0,0,0
620,620,170,30,45,,,,,,,,,,,,,,,,,,,
621,621,171,29,46,,,,,,,,,,,,,,,,,,,
622,622,172,28,47,,,,,,,,,,,,,,,,,,,
623,623,173,27,48,,,,,,,,,,,,,,,,,,,
624,624,174,26,49,,,,,,,,,,,,,,,,,,,
625,625,175,25,50,,,,,,,,,,,,,,,,,,,
626,626,176,24,51,,,,,,,,,,,,,,,,,,,
627,627,177,23,52,,,,,,,,,,,,,,,,,,,
628,628,178,22,53,,,,,,,,,,,,,,,,,,,
629,629,179,21,54,,,,,,,,,,,,,,,,,,,
630,630,180,20,55,,,,,,,,,,,,,,,,,,,
631,631,181,19,56,,,,,,,,,,,,,,,,,,,
632,632,182,18,57,,,,,,,,,,,,,,,,,,,
633,633,183,17,58,,,,,,,,,,,,,,,,,,,
634,634,184,16,59,,,,,,,,,,,,,,,,,,,
635,635,185,15,60,,,,,,,,,,,,,,,,,,,
636,636,186,30,61,,,,,,,,,,,,,,,,,,,
637,637,187,31,62,,,,,,,,,,,,,,,,,,,
638,638,188,32,63,,,,,,,,,,,,,,,,,,,
639,639,189,33,64,,,,,,,,,,,,,,,,,,,
640,640,190,34,65,,,,,,,,,,,,,,,,,,,
641,641,191,35,66,,,,,,,,,,,,,,,,,,,
642,642,192,36,67,,,,,,,,,,,,,,,,,,,
643,643,193,37,68,,,,,,,,,,,,,,,,,,,
644,644,194,38,69,,,,,,,,,,,,,,,,,,,
645,645,195,39,70,,,,,,,,,,,,,,,,,,,
646,646,196,40,71,,,,,,,,,,,,,,,,,,,
647,647,197,41,72,,,,,,,,,,,,,,,,,,,
648,648,198,42,73,,,,,,,,,,,,,,,,,,,
649,649,199,43,74,,,,,,,,,,,,,,,,,,,
650,650,200,44,75,,,,,,,,,,,,,,,,,,,
